,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Opportunity Unique Identifier,Bridge Name,Bridge Opportunity: Country,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,latitude,longitude,Reason site not valid,Site Validation Comments,Flag for Rejection,River crossing deaths in last 3 years,Incident descriptions,Days per year river is flooded,Flood duration during rainy season,Current crossing method,Current crossing method URL,Notes on social information,Width of River During Flooding (m),High water line URL,Health access blocked by river,Education access blocked by river,Market access blocked by river,Other access blocked by river,Form: Created Date,Form: Created By,geometry
156,Cote d'Ivoire,1043604,Gapet - Niplié,Cote d'Ivoire,San Pedro,Tabou,Grabo,Nouin,4.957585,-7.519649,,Site inondable situé dans un bas fond et entouré par la rive gauche d un champ d hévéa et sur la rive droite par une palmeraie,No,0,15,180,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsOU5QAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOU5QAN,Pont vehiculaire sommaire construit par PalmCI. Nous sommes accompagnés par le chargé des relations extérieures et Secrétaire chargé de la communication du GSC de Gbapet,62,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsOUUQA3,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/30/22,armanddonsihi taroworks,POINT (-7.519649 4.957585)
157,Cote d'Ivoire,1043652,Sidikikro,Cote d'Ivoire,San Pedro,Tabou,Grabo,Debablai,4.866766,-7.467556,,Site inondable en saison pluvieuse situédansunbasfond. Délimité sur la rive gauche par un champ d hévéa et sur la rive droite par un champ de cacaoyers,No,0,5,180,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsW6fQAF"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsW6fQAF,Visite de famille. Nous sommes accompagnés par le Président du GSC de Siahé,16,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsW6aQAF,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.467556 4.866766)
158,Cote d'Ivoire,1043421,École Excellence Mahino 3,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Mahino 3,5.104484,-7.413664,,Site inondable et situé dans un bas fond à proximité d une école primaire privée,No,0,5,120,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LrkqlQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrkqlQAB,Visite de famille. Nous sommes accompagnés par le Directeur de l'école primaire privée,13,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LrkqWQAR,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/21/22,armanddonsihi taroworks,POINT (-7.413664 5.104484)
159,Cote d'Ivoire,1043647,Camarakaha,Cote d'Ivoire,San Pedro,Tabou,Grabo,Siahé,4.857031,-7.507852,,Site très inondable à la descente d une côte entre une palmeraie et forêt sur la rive gauche et des champs de palmiers à huile et cacaoyers sur la rive droite. Pont à passage vehiculaire,No,0,10,,180,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000LsW14QAF"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsW14QAF,Visite de famille. Nous sommes accompagnés par le Chef du village de Siahé,53,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000LsW0zQAF,,École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",12/2/22,armanddonsihi taroworks,POINT (-7.507852 4.857031)
160,Cote d'Ivoire,1042767,Pont Patricekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.313166,-7.353512,,Pont précaire dans une zone boueuse et facilement inondable,No,0,15,60,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L6HWuQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HWuQAN,Visite de famille,92,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HXEQA3,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.353512 5.313166)
161,Cote d'Ivoire,1042472,Pont Manassé,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.514447,-7.331273,,Site dans un bas fond et inondable,No,0,4,30,3,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L5KTcQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5KTcQAN,Membre de la communauté,44,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5KThQAN,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Usine ou Installation de transformation agricole - Factory or processing facilities;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/22/22,armanddonsihi taroworks,POINT (-7.331273 5.514447)
162,Cote d'Ivoire,1042582,Pont de Desirekro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,PARA,5.51273,-7.340477,,Pendant les fortes pluies les eaux emportent le pont. Site dans un bas fond,No,1,12,40,7,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L5TkOQAV"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5TkOQAV,Secrétaire du Chef du village,27,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5TkiQAF,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/24/22,armanddonsihi taroworks,POINT (-7.340477 5.51273)
163,Cote d'Ivoire,1042611,Pont quartier Eugène,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.366911,-7.282832,,Site inondable et situé dans un bas fond,No,0,5,35,15,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L5gLbQAJ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gLbQAJ,Secrétaire du chef,28,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gLWQAZ,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.282832 5.366911)
164,Cote d'Ivoire,1042608,Pont quartier Boss - Américain,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.513838,-7.321815,,Site inondable et situé dans un bas fond,No,0,15,30,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L5gEGQAZ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gEGQAZ,Visite de famille,40,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gCgQAJ,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.321815 5.513838)
165,Cote d'Ivoire,1042766,Pont Konanbakro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.31254,-7.343405,,Pont précaire et dangereux pour la traversée.  Site inondable,No,0,20,30,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L6HUjQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HUjQAN,Secrétaire général du GSC de DJOUROUTOU,175,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HVDQA3,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.343405 5.31254)
166,Cote d'Ivoire,1042769,Pont de Jeannokro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Beoué,5.383527,-7.32657,,Le  site inondable situé dans un grand et long bas fond  d une longueur de 237m. Nous comptons 3 petits ponts comme celui sur l'image de validation du site. Les petits ponts sont distants chacun de 50m,No,0,10,70,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L6HZpQAN"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HZpQAN,"Visite de famille. Nous sommes accompagnés par le Secrétaire chargé de suivi des travaux du GSC de DJOUROUTOU , accompagnés du secrétaire à l organisation du GSC et du secrétaire du chef du village de Beoué",42,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HZLQA3,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.32657 5.383527)
167,Cote d'Ivoire,1042771,Pont village centre,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Beoué,5.383156,-7.308407,,Site très inondable situé dans un bas fond,No,0,3,70,5,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L6HTDQA3"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HTDQA3,Visite de famille,31,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6HfYQAV,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/3/22,armanddonsihi taroworks,POINT (-7.308407 5.383156)
168,Cote d'Ivoire,1042341,Pont de Plateau,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Plateau,5.489703,-7.299944,,Le seul moyen de traversée est la pirogue. Il n existe aucun autre passage  possible ailleurs.,No,6,30,90,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L4o2kQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L4o2kQAB,Visite de famille,84,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L4o3JQAR,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly),"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.299944 5.489703)
169,Cote d'Ivoire,1042344,Pont campement Émile,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,Para,5.564299,-7.369825,,Le passage le plus proche du village de Para,No,0,7,60,20,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L54ciQAB"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L54ciQAB,Notable de la communauté Burkinabé de Para et chef du campement Émile,43,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L54g0QAB,Clinique ou centre de santé - Clinic or Health Center,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/19/22,armanddonsihi taroworks,POINT (-7.369825 5.564299)
170,Cote d'Ivoire,1042609,Pont Appolinaire,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.365308,-7.277222,,Site inondable et situé dans un bas fond,No,0,10,60,15,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L5gHeQAJ"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gHeQAJ,Secrétaire du chef du village et Secrétaire chargé des relations extérieures du GSC,54,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L5gH0QAJ,Clinique ou centre de santé - Clinic or Health Center;Hôpital - Hospital,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",10/26/22,armanddonsihi taroworks,POINT (-7.277222 5.365308)
171,Cote d'Ivoire,1042827,Pont de Alakoffikro,Cote d'Ivoire,San Pedro,Tabou,DJOUROUTOU,DJOUROUTOU,5.400592,-7.277662,,La traversée du fleuve se fait en pirogue et il n y a aucun détour terrestre possible,No,3,7,90,30,"<img src=""https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&amp;versionId=0683Z00000L6TCGQA3"" alt="" "" style=""height:120px; width:90px;"" border=""0""/>",https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6TCGQA3,Membre de la communauté,35,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000L6TCVQA3,Clinique ou centre de santé - Clinic or Health Center;Pharmacie - Pharmacy,École Secondaire - Secondary school;École Primaire - Primary,Marché journalier - Market (daily);Marché hebdomadaire - Market (weekly);Feme - Farms;Opportunités d'emploi - Employment opportunities,"Lieu de culte (Eglise, Mosquée, Temple, etc) - Place of worship (church,mosque,temple, etc);Services financiers (banque, ATM, Mobile Money) - Financial services (bank,ATM,sacco);Lieu de récréation (Terrain de sport) - Recreation facility (sports field or court);Divertissement (bar, club, restaurant, etc.) - Entertainment (bar,club, restaurant, etc);Lieu pour charger les appareils électroniques - Electronic charging station;accès à l'internet - Internet access;Achat des unités ou de données - Airtime or data purchase;Autre - (si sélectionné, expliquez la raison de l'autre dans ""informations sociales"" - Other - (if selected explain the reason for other in ""social information""",11/5/22,armanddonsihi taroworks,POINT (-7.277662 5.400592)
